"","Species","Distrib","NorthernLatitude","SouthernLatitude","WesternLongitude","EasternLongitude","LifeSpan","DemersPelag","DepthShallow","DepthDeep","Migratory","FertilizationType","SpawningFreq","FoodTroph","SpawningGround","Spawningarea","MaturityAge","MaturityLocality"
"132","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"133","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"134","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"135","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"136","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"137","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"138","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"139","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"140","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"141","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"142","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"143","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"144","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"145","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"146","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"147","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"148","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"149","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"150","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"151","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"152","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"153","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"154","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"155","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"156","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"157","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"158","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"159","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"160","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"161","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"162","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"163","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"164","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"165","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"166","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"167","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"168","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"169","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"170","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"171","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"172","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"173","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"174","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"175","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"176","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"177","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"178","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"179","Gadus morhua","Atlantic, Northeast",90,36,42,69,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"180","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"181","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"182","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"183","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"184","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"185","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"186","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"187","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"188","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"189","Gadus morhua","Atlantic, Western Central",35,5,98,40,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"190","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"191","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"192","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"193","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"194","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"195","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"196","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"197","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"198","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"199","Gadus morhua","Mediterranean and Black Sea",49,30,7,42,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"200","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.8,"North Sea"
"201","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"202","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",4,"North Sea"
"203","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",3.73,"North Sea (IV, IIIaN, VIId)"
"204","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,NA,"North Sea",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"205","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.8,"North Sea"
"206","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Eastern English Channel and Skagerrak, 2000-2011"
"207","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",4,"North Sea"
"208","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",3.73,"North Sea (IV, IIIaN, VIId)"
"209","Gadus morhua","Atlantic, Southwest",5,60,66,20,25,"benthopelagic",150,200,"oceanodromous","external","one clear seasonal peak per year",4.29,"coastal","German Bight (North Sea)",2.1,"North Sea, Sub-area IV, Division VIId and IIIa (Skagerrak)"
"210","Trachurus trachurus","Atlantic, Northeast",90,36,42,69,NA,"pelagic-neritic",100,200,"oceanodromous","external","one clear seasonal peak per year",4.18,"shelf","Southern North Sea",2,"North Sea, coastal waters"
"211","Trachurus trachurus","Atlantic, Northeast",90,36,42,69,NA,"pelagic-neritic",100,200,"oceanodromous","external","one clear seasonal peak per year",4.18,"shelf","Southern North Sea",3.55,"NE Atlantic, Western Stock (IIa, IIIa (W), Iva, Vb, Via, VIIa-c, VIIe-k, VIIIa-e)"
